fold,path,TRUE,path,lat,lon,TRUE
2,/content/0310_post_folder/0310_post_folder/folder_0/1051666712874813_vs_2176605266055988(1)/2176605266055988_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1051666712874813_vs_2176605266055988(1)/2176605266055988_2024.png,29.43709816,-83.2939893,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1062525525160130_vs_425441153992513(3)/425441153992513_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1062525525160130_vs_425441153992513(3)/425441153992513_2024.png,29.44458686,-83.28681707,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1064822254926182_vs_551929777227662(3)/551929777227662_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1064822254926182_vs_551929777227662(3)/551929777227662_2024.png,29.44209691,-83.28359306,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1068021560853573_vs_1271033400739541(1)/1271033400739541_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1068021560853573_vs_1271033400739541(1)/1271033400739541_2024.png,29.44317138,-83.28216612,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/107806219091079_vs_3754051524846539(0)/3754051524846539_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/107806219091079_vs_3754051524846539(0)/3754051524846539_2024.png,29.43721495,-83.2953465,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1088311985883444_vs_506841728897507(2)/506841728897507_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1088311985883444_vs_506841728897507(2)/506841728897507_2024.png,29.44299853,-83.28209102,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1090770191885969_vs_502835365955013(2)/502835365955013_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1090770191885969_vs_502835365955013(2)/502835365955013_2024.png,29.43918178,-83.28784704,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1095564198081267_vs_1218240882778509(3)/1218240882778509_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1095564198081267_vs_1218240882778509(3)/1218240882778509_2024.png,29.4381026,-83.28785241,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1103669110596490_vs_1218240882778509(3)/1218240882778509_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1103669110596490_vs_1218240882778509(3)/1218240882778509_2024.png,29.4381026,-83.28785241,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/111461628722103_vs_429751350149509(0)/429751350149509_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/111461628722103_vs_429751350149509(0)/429751350149509_2024.png,29.44354043,-83.28263819,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1128284241881025_vs_1047873653548271(3)/1047873653548271_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1128284241881025_vs_1047873653548271(3)/1047873653548271_2024.png,29.44403562,-83.28466594,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1140229120714465_vs_1048913559871009(3)/1048913559871009_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1140229120714465_vs_1048913559871009(3)/1048913559871009_2024.png,29.43910236,-83.29324901,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1141596393463520_vs_552794447262421(3)/552794447262421_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1141596393463520_vs_552794447262421(3)/552794447262421_2024.png,29.43717758,-83.29357088,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1151474065810062_vs_1481768525822901(3)/1481768525822901_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1151474065810062_vs_1481768525822901(3)/1481768525822901_2024.png,29.43994795,-83.28785241,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/117640714765713_vs_942143934616396(0)/942143934616396_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/117640714765713_vs_942143934616396(0)/942143934616396_2024.png,29.4411439,-83.29065263,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/120396731130801_vs_1576783539936459(0)/1576783539936459_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/120396731130801_vs_1576783539936459(0)/1576783539936459_2024.png,29.43914908,-83.28743398,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1206336760757002_vs_1737339513752042(1)/1737339513752042_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1206336760757002_vs_1737339513752042(1)/1737339513752042_2024.png,29.44233984,-83.28173161,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1228118047863665_vs_1220900045835476(3)/1220900045835476_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1228118047863665_vs_1220900045835476(3)/1220900045835476_2024.png,29.43910236,-83.29351723,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1229698861039721_vs_1234604274338161(3)/1234604274338161_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1229698861039721_vs_1234604274338161(3)/1234604274338161_2024.png,29.43909769,-83.29314709,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/124506134071697_vs_8383439001775436(0)/8383439001775436_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/124506134071697_vs_8383439001775436(0)/8383439001775436_2024.png,29.44546042,-83.28666151,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/124870920703542_vs_419603177546018(0)/419603177546018_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/124870920703542_vs_419603177546018(0)/419603177546018_2024.png,29.43910703,-83.29162896,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1253683842004808_vs_9294374993911952(3)/9294374993911952_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1253683842004808_vs_9294374993911952(3)/9294374993911952_2024.png,29.44478773,-83.28677952,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1254278938605181_vs_813642884048015(3)/813642884048015_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1254278938605181_vs_813642884048015(3)/813642884048015_2024.png,29.43848102,-83.28917205,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1260044508022235_vs_2295678424098864(3)/2295678424098864_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1260044508022235_vs_2295678424098864(3)/2295678424098864_2024.png,29.44473634,-83.28679025,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1260921111285773_vs_843332507966051(3)/843332507966051_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1260921111285773_vs_843332507966051(3)/843332507966051_2024.png,29.44313401,-83.28213394,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1262043274500901_vs_553652110519907(3)/553652110519907_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1262043274500901_vs_553652110519907(3)/553652110519907_2024.png,29.43977042,-83.28516483,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/126467807209050_vs_1181461949586512(0)/1181461949586512_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/126467807209050_vs_1181461949586512(0)/1181461949586512_2024.png,29.43887345,-83.29146266,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1285785128715609_vs_2058675201254888(3)/2058675201254888_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1285785128715609_vs_2058675201254888(3)/2058675201254888_2024.png,29.44329751,-83.28250945,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1287838588786185_vs_535976002352832(3)/535976002352832_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1287838588786185_vs_535976002352832(3)/535976002352832_2024.png,29.44019088,-83.28785777,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1289296985121323_vs_2470386606490685(2)/2470386606490685_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1289296985121323_vs_2470386606490685(2)/2470386606490685_2024.png,29.43732708,-83.29283059,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1291063585104418_vs_1111060186621527(3)/1111060186621527_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1291063585104418_vs_1111060186621527(3)/1111060186621527_2024.png,29.44339562,-83.28262746,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1292715578029528_vs_1197589871449646(3)/1197589871449646_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1292715578029528_vs_1197589871449646(3)/1197589871449646_2024.png,29.44061133,-83.28780949,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1304719950158297_vs_903806871127282(3)/903806871127282_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1304719950158297_vs_903806871127282(3)/903806871127282_2024.png,29.44404029,-83.28488052,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/130644876787692_vs_1590760491792064(0)/1590760491792064_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/130644876787692_vs_1590760491792064(0)/1590760491792064_2024.png,29.43974706,-83.29292715,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1318024519106068_vs_8528471670575968(1)/8528471670575968_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1318024519106068_vs_8528471670575968(1)/8528471670575968_2024.png,29.4370421,-83.29426825,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1320790868515355_vs_1072070854630771(3)/1072070854630771_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1320790868515355_vs_1072070854630771(3)/1072070854630771_2024.png,29.44402627,-83.28389883,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1326882984919370_vs_1469470640433459(3)/1469470640433459_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1326882984919370_vs_1469470640433459(3)/1469470640433459_2024.png,29.43967231,-83.29299152,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1336742810560051_vs_3510548662584190(2)/3510548662584190_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1336742810560051_vs_3510548662584190(2)/3510548662584190_2024.png,29.43910703,-83.29162359,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1350916125836222_vs_1743906783089180(3)/1743906783089180_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1350916125836222_vs_1743906783089180(3)/1743906783089180_2024.png,29.43991992,-83.29302907,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1351229885603990_vs_2790290167798071(2)/2790290167798071_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1351229885603990_vs_2790290167798071(2)/2790290167798071_2024.png,29.43702808,-83.29481542,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1351693062224311_vs_3788010021459216(3)/3788010021459216_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1351693062224311_vs_3788010021459216(3)/3788010021459216_2024.png,29.44399357,-83.28688681,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1352864022107579_vs_1583362592531425(3)/1583362592531425_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1352864022107579_vs_1583362592531425(3)/1583362592531425_2024.png,29.43910236,-83.29362452,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1355477768722627_vs_1052029463079993(3)/1052029463079993_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1355477768722627_vs_1052029463079993(3)/1052029463079993_2024.png,29.44327883,-83.28246117,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1356049438674158_vs_463882702687904(3)/463882702687904_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1356049438674158_vs_463882702687904(3)/463882702687904_2024.png,29.44367591,-83.28257918,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1356605221948937_vs_1218240882778509(3)/1218240882778509_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1356605221948937_vs_1218240882778509(3)/1218240882778509_2024.png,29.4381026,-83.28785241,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1358700428406308_vs_1680512832739584(2)/1680512832739584_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1358700428406308_vs_1680512832739584(2)/1680512832739584_2024.png,29.43700472,-83.2945472,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1359168615036114_vs_870119161931930(1)/870119161931930_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1359168615036114_vs_870119161931930(1)/870119161931930_2024.png,29.44265751,-83.28208566,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1361362334793124_vs_903342027856900(3)/903342027856900_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1361362334793124_vs_903342027856900(3)/903342027856900_2024.png,29.43731306,-83.29299152,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/136846342826668_vs_1553206371976035(0)/1553206371976035_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/136846342826668_vs_1553206371976035(0)/1553206371976035_2024.png,29.4438908,-83.28256309,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1384452722164271_vs_961036096041116(3)/961036096041116_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1384452722164271_vs_961036096041116(3)/961036096041116_2024.png,29.43718692,-83.29351187,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1386637738588997_vs_915758357241398(3)/915758357241398_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1386637738588997_vs_915758357241398(3)/915758357241398_2024.png,29.43967699,-83.29315782,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1388864745386844_vs_501679492859818(3)/501679492859818_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1388864745386844_vs_501679492859818(3)/501679492859818_2024.png,29.44402627,-83.28395247,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1392100021374925_vs_1100404358175852(2)/1100404358175852_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1392100021374925_vs_1100404358175852(2)/1100404358175852_2024.png,29.43707013,-83.29493344,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/140867469077138_vs_1220402635676493(0)/1220402635676493_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/140867469077138_vs_1220402635676493(0)/1220402635676493_2024.png,29.44372262,-83.28256309,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1412494759600797_vs_898855448339419(3)/898855448339419_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1412494759600797_vs_898855448339419(3)/898855448339419_2024.png,29.43718692,-83.29529822,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1415655955658332_vs_1062315845611674(3)/1062315845611674_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1415655955658332_vs_1062315845611674(3)/1062315845611674_2024.png,29.43852306,-83.28915596,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1416063182298867_vs_1070668177421429(3)/1070668177421429_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1416063182298867_vs_1070668177421429(3)/1070668177421429_2024.png,29.4392285,-83.28785777,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1417518908816481_vs_1071988127817872(3)/1071988127817872_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1417518908816481_vs_1071988127817872(3)/1071988127817872_2024.png,29.43705144,-83.29421461,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1420082988536673_vs_1261202574892906(3)/1261202574892906_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1420082988536673_vs_1261202574892906(3)/1261202574892906_2024.png,29.43720094,-83.29345822,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1424854568083579_vs_2227986620905086(3)/2227986620905086_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1424854568083579_vs_2227986620905086(3)/2227986620905086_2024.png,29.43854175,-83.29273403,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1427959571111685_vs_1275924510092230(1)/1275924510092230_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1427959571111685_vs_1275924510092230(1)/1275924510092230_2024.png,29.44237721,-83.28194618,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1436594890237989_vs_996126492286307(3)/996126492286307_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1436594890237989_vs_996126492286307(3)/996126492286307_2024.png,29.43976575,-83.28533113,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1454358932085550_vs_386008734579125(3)/386008734579125_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1454358932085550_vs_386008734579125(3)/386008734579125_2024.png,29.43996663,-83.29327583,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1458309468235843_vs_1752126172196791(3)/1752126172196791_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1458309468235843_vs_1752126172196791(3)/1752126172196791_2024.png,29.44403095,-83.28379154,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/146361975187155_vs_548597607626472(0)/548597607626472_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/146361975187155_vs_548597607626472(0)/548597607626472_2024.png,29.43716824,-83.29362452,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1470161753786462_vs_1332564064816762(3)/1332564064816762_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1470161753786462_vs_1332564064816762(3)/1332564064816762_2024.png,29.43977042,-83.29014838,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1478852656280676_vs_1763765374449405(3)/1763765374449405_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1478852656280676_vs_1763765374449405(3)/1763765374449405_2024.png,29.44468496,-83.28679562,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1479143665960707_vs_923674362910437(3)/923674362910437_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1479143665960707_vs_923674362910437(3)/923674362910437_2024.png,29.43726167,-83.29535186,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1481907825894976_vs_1063525862119230(3)/1063525862119230_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1481907825894976_vs_1063525862119230(3)/1063525862119230_2024.png,29.43967699,-83.2932651,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1485021738910317_vs_1568312307140231(2)/1568312307140231_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1485021738910317_vs_1568312307140231(2)/1568312307140231_2024.png,29.43967231,-83.29305053,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1485430015606843_vs_3754051524846539(2)/3754051524846539_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1485430015606843_vs_3754051524846539(2)/3754051524846539_2024.png,29.43721495,-83.2953465,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1490274181792700_vs_489325377437045(3)/489325377437045_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1490274181792700_vs_489325377437045(3)/489325377437045_2024.png,29.43704677,-83.29492271,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/149497834869456_vs_813642884048015(0)/813642884048015_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/149497834869456_vs_813642884048015(0)/813642884048015_2024.png,29.43848102,-83.28917205,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/1514157206022031_vs_908235720674914(3)/908235720674914_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1514157206022031_vs_908235720674914(3)/908235720674914_2024.png,29.43701874,-83.29476178,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1524866271385336_vs_1728701067947313(1)/1728701067947313_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1524866271385336_vs_1728701067947313(1)/1728701067947313_2024.png,29.44280233,-83.28208029,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/1524888884915961_vs_570256628776186(3)/570256628776186_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1524888884915961_vs_570256628776186(3)/570256628776186_2024.png,29.43976575,-83.28448355,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1531306397682576_vs_1050225680179756(3)/1050225680179756_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1531306397682576_vs_1050225680179756(3)/1050225680179756_2024.png,29.43727569,-83.29542696,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1548287045979301_vs_2051680608583763(3)/2051680608583763_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1548287045979301_vs_2051680608583763(3)/2051680608583763_2024.png,29.44403095,-83.28373253,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/1549502922460100_vs_1072183021021798(3)/1072183021021798_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/1549502922460100_vs_1072183021021798(3)/1072183021021798_2024.png,29.43966764,-83.28786314,mild
